211 ID #,Section,Name,Address,Phone,Email,Website,Hours of Operation,Details,Fees
,FOOD/GROCERY/MEAL DELIVERY,Living Sky Café,245 3rd Ave Saskatoon SK S7K 1M4 (Changing in 2027),306-933-3031,livingskycafe@gmail.com,https://livingskycafe.com/,7days/week 9:00am-3:00pm,"Operating in the heart of downtown Saskatoon; our locally owned & female driven restaurant offers an exceptional dining experience. With a relaxing European style space featuring a unique menu that showcases our love of food in every aspect. Specializing in brunch & lunch fair accompanied by locally roasted coffee & fresh baked goods. Welcoming guests 7 days a week to dine in, enjoy our market space, order from our catering department, or grab something to take away | Our market is stocked with house-preserved items, tea & coffee, grab & go items, and fresh baked desserts",
,FOOD/GROCERY/MEAL DELIVERY,Pitch Kitchen,3322-Y Fairlight Dr Saskatoon SK S7M 3Y4,306-249-2880,pk.saskatoon@gmail.com,https://www.pitchkitchen.online/,Mon-Fri 11am-8pm,"Must phone to order | Our single-serve meals program is a great solution for busy people, seniors, on-site construction workers, weekday lunches, and so much more | Just thaw completely and pop in the microwave for a few minutes and you have a healthy meal. Single-serve meals are sold in groups of two (must be the same kind). They are $18 for 2. We require 48-72 hours notice for all orders",
,FOOD/GROCERY/MEAL DELIVERY,Saskatoon Food Bank & Learning Centre,202 Avenue C S Saskatoon SK S7M 1N2,306-664-6565 Fax: 306-664-6563,hello@saskatoonfoodbank.ca,www.saskatoonfoodbank.org Office & Warehouse: Mon-Thur 8am-11:45am and 12:30pm-4pm | Fri 8:00am-11:45am,,"Food Bank Program: Offers two to three days’ worth of emergency food for anyone in Saskatoon and area (a 50 km radius). Provides two hampers per month. | Clothing Depot: Provides clothing, personal care items and other necessities for a nominal charge. | Community Cooking Classes: Offers cooking classes that share knowledge on food skills, healthy eating, and budget-friendly recipes that are delicious and nutritious. | Learning Centre: Offers participants the chance to learn, explore career options, obtain training certificates, meet people with similar interests, and work towards accomplishing personal goals.",
,FOOD/GROCERY/MEAL DELIVERY,Saskatoon Friendship Inn,619-20th Street W Saskatoon SK S7M 0X8,306-242-5122 Fax: 306-242-1291,reception@friendshipinn.ca,www.friendshipinn.ca,"8:00am-9:00am, 10:00am-1:30pm (Open 365 days a year)","Free Daily Meal Program, Breakfast and Lunch, no questions asked | Breakfast service: 8:00am-9:00am, Lunch service: 11:00am-1:30pm, dine-in or take-away | Personal Mailbox Service: receives and securely stores personal mail delivered by Canada Post for many guests. Accessing mail requires showing government issued ID to confirm identity | Family Worker available for drop-in support, Monday-Friday 7:30am-2:30pm | Emergency hygiene, personal supplies offered (when available) | Volunteer Opportunities (kitchen and food preparation, serving in the dining room)",
,FOOD/GROCERY/MEAL DELIVERY,Services for Seniors-Saskatoon,103 115-19th St E Saskatoon SK S7K 7Y8,306-668-2762 or 306-668-2763,saskatoonservices4seniors@sasktel.net,www.saskatoonservicesforseniors.ca,Mon-Fri 9am-5pm,"Saskatoon Services for Seniors is a not for profit organization that supports older adults (55+), seniors and physically challenged individuals to age-in-place | Home Helper: housekeeping, organization, laundry | Yard Work: grass cutting, raking, gardening, snow shoveling | Home Maintenance for minor home repairs and light handyman jobs | Volunteer Tax Preparation: over the phone or drop off | Grocery shopping and delivery",Service fees ranging from $20/hr to $35/hr depending on the services required. Membership: $10.00/yr.(expires April 30th each year)
,FOOD/GROCERY/MEAL DELIVERY,Skip a Beet-Meal Delivery Service,"3027B Millar Avenue, Saskatoon SK",306-221-9177,skipabeetyxe@gmail.com,https://www.skipabeet.ca/,Mon-Thurs 10am-5pm. Fri 10am-2pm. Delivery on Mon 4:30pm-7:30pm,"Gourmet meal delivery service. Healthy, fresh meals packed with protein and nutrients delivered to you | Catering Services | Local products at the market",
,FOOT & NAIL CARE,Angelina’s Mobile Footcare and Reflexology Services,Saskatoon SK S7H 2H9,,,,Mon-Fri 7am-5pm,"This mobile service is provided in the comfort of your home | Ingrown toenails, plantar warts, corns, calluses or foot fungus issues can also be addressed and removed | Do you have poor circulation? Sore, tired or aching feet? Reflexology may be the answer! | Reflexologist/Chartered Herbalist with 18 years of experience will press on different areas of your feet. These areas correspond to different organs and parts of your body | Suitable for any age, including those with diabetes, arthritis, and/or heart conditions. | Benefits include: excellent for circulation and nerve issues, improve weakened immune system, constipation, headaches, relieve stress or for those who sleep poorly",$45.00/1 hour home visit
,FOOT & NAIL CARE,Esthetics by Laura-Lee - Specializing in Pedicures and Foot Care,534 Ave L N Saskatoon SK S7L 2P9,306-934-6898,,,"Tues/Fri 10am-6pm, Wed/Thurs 10am-7pm,","Full service private home-based Esthetics Studio | Mobile services available for pedicures, foot care, manicures, facial waxing, and brow tinting | 39 years experience | Trained, licensed, insured, background check (vulnerable sector) | Professional products used for all services provided | We do not diagnose, cure or claim to prevent any conditions | We offer advanced pedicures, diabetic foot care, treating callus, corns, ingrown toenails and thickened toenails | Manicures, gel nails, brow/lash tinting, facials | All facial treatments safe and non-invasive | Products available for purchase to support your foot, hand and face care | Gift Certificates available | Like and follow me on Facebook and Instagram",
,FOOT & NAIL CARE,Market Mall Family Chiropractic,152-2325 Preston Ave Saskatoon SK S7J 2G2,306-955-5900 Fax: 306-955-7337,mmchiro@sasktel.net,https://mmchiro.ca/services/reflexology/,"Mon, Tues, Thurs 10am-6pm, Wed and Fri 9am-6pm, Sat 9am-2pm","Reflexology helps nature to normalize body functions. It will not make any condition more acute. It is a safe, effective way to better health and helps clear the energy flow of the body. | Reflexology may be effective for many conditions including: Anxiety, arthritis, back pain, breathing disorders, chronic illness, depression, digestive disorders, headaches, pain relief, sleep disorders, and stress",
,FOOT & NAIL CARE,Movement Chiropractic,#7 3602 Taylor St E Saskatoon SK S7H 5H9,306-244-6121 Fax: 306-244-6122,MovementChiropractic@sasktel.net,https://movementchiropractic.ca/,,"""When you choose Movement, everything is possible"" | Chiropractic, Massage Therapy, Acupuncture, Physiotherapy | Dry Needling, Orthotics, Pelvic Floor Therapy, Reflexology | Free parking available",
,FOOT & NAIL CARE,Nursing for the Sole,,306-914-3436,m_haynes7@hotmail.com,,,"Nursing for the Sole provides mobile advanced foot care services by a registered foot care nurse | Serving all populations with a special focus on those with diabetes, circulatory issues, dementia, and disabilities | These services include lower limb assessment, callus & corn care, nail trimming, filing and lotion application with lower limb massage | Further referral and recommendations will be made as needed | Nursing for the Sole’s goal is to make foot care accessible and to meet people where they are at | Invoices provided for benefits and or medical expenses | Services available in Saskatoon, Warman, Osler and Dalmeny",
,FOOT & NAIL CARE,Soul to Sole Consulting Inc.,,306-227-7737,soultosole2010@gmail.com,https://soultosole2010.ca/,,"Soul to Sole Consulting Inc. provides compassionate mobile foot care and wellness services for older adults in Saskatoon. | We use renowned Footlogix® Pediceuticals in our foot care services and provide personalized education and recommendations to support ongoing foot health, comfort, mobility, and independence between appointments. | We support clients with compassionate, whole-person care and provide referrals for concerns outside our scope of practice. | Services include: | Initial Foot Assessment & Treatment | Basic Nail Care | Corn, Callus & Cracked Heel Care | Ingrown Nail Care | Fungal Nail Care | Nail Reconstruction | Footlogix® Medi Ped Treatments | Onyfix® Nail Correction System | Relaxation Foot Massage & Reflexology-Inspired Care | Reiki & Restorative Wellness Services | Accessible Yoga, Yin Yoga & Yoga Nidra | Your Mobile Nails Address: 3513 Diefenbaker Drive Saskatoon S7L 4V9 Phone: 306-371-9005 Email: YourMobileNails@gmail.com Website: www.facebook.com/YourMobileNails Hours of Operation: Mon-Tues 9 am to 7 pm, Wed-Sat, 9 am to 1pm, Sunday closed Details: | Mobile nail services for age 60 plus | I come to you! Skip bad roads, parking, and awkward spa chairs. | Instead, enjoy in-home service provided by experienced Care Aide who has worked with people of all ability levels.","$20 nail trim, $40 manicure or pedicure, $60 gel manicure or gel pedicure"
,HAIR CARE,Daryl Pitka’s Mobile Hairdressing,Saskatoon SK,,,,Tues-Sat (call to make an appointment),,
,HAIR CARE,Running with Scissors (Saskatoon),,306-241-1334 (call or text to book an appointment),,,,"Mobile hair services for our seniors or persons any age with mobility and health issues. | My services provided in the comfort of your home, hospital room or private care home.","Call or text for pricing, budget friendly and affordable"
,HEALTH AGENCIES,Canadian Red Cross-Saskatoon Office,443 2nd Ave N Saskatoon SK S7K 2C1,306-668-0720,,www.redcross.ca,Mon-Fri 9am-4pm,Restoring family links | First aid | Risk reduction | Humanitarian Services | Friendly Calls,
,HEALTH AGENCIES,Client/Patient Access Services (CPAS),201-310 Idylwyld Dr N Saskatoon SK S7L 0Z2,306-655-4346 Fax: 306-655-4343,,https://www.saskatoonhealthregion.ca/locations_services/Services/Client-Patient,,"Single point of entry to health care services in the community and in the hospital | CPAS determines eligibility for and provides access to many services, including Home Care, Special Care Homes, Meals on Wheels, Community Day Programs, Community Volunteer Services, Community Therapies, Seniors First Program, Occupational Therapy, etc. | Provides information on personal care homes and community housing options",
,HEALTH AGENCIES,eHealth Saskatchewan,,,,,,,
,HEALTH AGENCIES,Client Concerns Office,,1-866-655-5066 Saskatoon,SaskatoonClientConcerns@saskhealthauthority.ca,,,"Client Concern Specialist, also called client representatives or patient advocates, investigate and try to resolve concerns about the quality of care provided and: Assist with resolving a concern; | Ensure you are aware of your rights and options; and | Use your feedback to recommend changes and improvements to enhance the quality of health services | Act as a link to allow for successful communication between you and your care team | Direct non-jurisdictional concerns as required",
,HEALTH AGENCIES,LiveWell Saskatchewan- Self-Management Workshops for Adults with one or more Chronic Conditions,Royal University Hospital 103 Hospital Dr Saskatoon SK S7N 0W8,306-655-5483 Toll Free: 1-877-548-3898,,SaskHealthAuthority,Mon-Fri 8am-4:30pm,Six-week program provides practical suggestions and support which builds confidence in coping with the everyday challenges of a chronic condition | Program offered year-round (currently offered virtually via webex or phone),Free of charge
,HEALTH AGENCIES,medSask-your medication information service,,306-966-6378 Toll Free: 1-800-665-3784,med.sask@usask.ca,medSask Home | medSask (usask.ca),"Mon-Fri 9am-12am; Sat, Sun & Holidays 5pm-12am","medSask is a service that you can phone or email to get answers to your questions about herbal, over the counter, and prescription medication | Your questions are answered by licensed pharmacists free of charge | medSask services can add to and support the advice from your usual prescriber or community pharmacist",
,HEALTH AGENCIES,Sask Public Health-Saskatchewan Health Authority,101-310 Idylwyld Dr N Saskatoon SK S7L 0Z2,306-655-4605,,saskhealthauthority.ca/,Mon-Fri 8am-4:30pm (closed for lunch from 12pm-12:30pm),"Pneumococcal immunizations for those age 65+ and at-risk individuals (call first as immunization may be at a different location) | Influenza clinics held during mid Oct-Dec, please call 306-655-4358 to find out locations | High risk immunizations | Follow-up of reported communicable diseases | Investigate complaints concerning restaurants, air and water quality, etc.",Varies with department and service
,HEALTH AGENCIES,SWITCH Student Wellness Initiative Toward Community Health,1528 20th St W Saskatoon SK S7M 0Z6,306-956-2518 Fax: 306-934-2506,info@switchclinic.ca,www.switchclinic.com,"Mon, Wed 5:30pm-8pm; Sat 1pm-3:30pm (Only operating on Wed nights in the summer months)","SWITCH operates out of Westside Clinic, a community clinic across from St. Paul’s Hospital in Saskatoon, Saskatchewan. We provide free holistic clinical and outreach services to residents of Saskatoon’s core communities, though all residents are welcome. | Offers counselling, speech language pathology, physical therapy, occupational therapy, chiropractic, acupuncture, cultural supports, gynecology, pharmacy, and nutritional information | Free childcare | Drop off tax service",
,HEALTH PRODUCTS AND DEVICES,Acorn Stairlifts Canada,(Corporate Office) Unit 101 5555 N Service Rd Burlington ON L7L 5H7,,info@acornstairlifts.ca,acornstairlifts.ca Details:,,,
,HEALTH PRODUCTS AND DEVICES,Careica Health,3122 Millar Ave Saskatoon SK S7K 5Y2 | 105-2100 8th St E Unit #105 Saskatoon SK S7H 0V1,306-651-1243 (home oxygen) 306-651-0177 (sleep care),,www.careicahealth.com Hours of Operation: Mon-Fri 8am-4:30pm,,"Education, treatment and care for sleep apnea | In-home oxygen delivery and installation",
,HEALTH PRODUCTS AND DEVICES,Carnegie Medical Supplies,A40 A 48 S E Saskatoon SK S7K 3Y4,306-668-3998 Fax: 306-668-3999,carmedical@sasktel.net,www.carmedsup.com,Mon-Fri 9am-5pm,"Ostomy supplies, ostomy clinic, incontinence aids, and wound care",
,HEALTH PRODUCTS AND DEVICES,Cheetham’s Pharmacy,125 Idylwyld Dr N #30 Saskatoon SK S7L 0Y6,306-653-5112,,www.cheethamspharmacy.ca,"Mon-Fri 9am-5pm, on-call after hours and weekends",Specializes in senior’s wellness. Our senior’s clients get the following FREE services: | Prescription delivery and senior’s foot care | Compliance packaging and medication management | Medication assessments by a certified Geriatric Pharmacist | Smoking cessation counselling | Compression stocking fitting,Prescription Services; standard fees as determined by the Provincial Drug Plan
,HEALTH PRODUCTS AND DEVICES,Choice Nutrition-Naturopathic Health Care and Microscopy,109-701 Cynthia St Saskatoon SK,306-249-6700,,https://choicenutrition.ca/,"Mon-Fri 9am-12pm and 1pm-5:30pm, closed on statutory holidays",Naturopathic Medicine and Cancer Care | Integrative Microscopy | Laser Therapy | Acupuncture | Wellness and Detox Spa | Massage Therapy/Reflexology | IV Therapy | Sensitivity Testing | Medical Blood Work,
,HEALTH PRODUCTS AND DEVICES,Highland Sport and Medical Supplies,B3 3501 8th St E Saskatoon SK S7H 0W5,306-974-9488 Fax: 306-974-9489,sales@highlandsportandmed.com,www.highlandsportandmed.com,Mon-Fri 9am-4:30pm,"Wound/Advanced wound care supplies, Urological supplies, Ostomy supplies and much more. | We bill directly to the following: | SAIL (Sask Health)-Paraprogram/Ostomy Program/Children’s Feeding Program Supplementary Health Benefits | NIHB, WCB, SGI, Veterans Affairs",Vary by service. Physicians' prescriptions are required in most cases.
,HEALTH PRODUCTS AND DEVICES,The Medicine Shoppe Pharmacy on 33rd,1-511 511 33rd St W Saskatoon SK S7L 0V7,306-931-2999,,www.medicineshoppe.ca,Mon-Fri 9:30am-6pm,"Small locally owned pharmacy. | Owned by Trista Giblin and Alina Favreau | In-store foot care, compression stockings | Free blister packaging | Medication reviews | Free prescription delivery within Saskatoon | Vaccinations | 15% off OTC products",
,HEALTH PRODUCTS AND DEVICES,Medigas,Unit G- 2301 Millar Ave Saskatoon SK S7K 2Y1,306-242-3325,,,Mon-Fri 8am-5pm,"Home oxygen, respiratory therapy, asthma and allergy, CPAP",
,HEALTH PRODUCTS AND DEVICES,Motion,3150 A Faithful Ave Saskatoon SK S7K 8H3,306-242-9060 Fax: 306-652-8895,saskatoonfaithfull@motioncares.ca,www.motioncares.ca,Mon-Fri 8:30am-5pm,"Special needs equipment and service/aids to daily living, Bathroom safety products | Adapt vehicles for accessibility and driving/Power and manual wheelchair, walking aids | Auto dealer for wheelchair accessible vehicles | Porch lifts, ceiling track transfer systems, stair lifts | Wheelchair van rentals | Ramp Systems, Lift Chairs, and Walkers",
,HEALTH PRODUCTS AND DEVICES,Motion,#88 2325 Preston Ave S Market Mall Saskatoon SK S7J 2G2,306-955-7243 Fax: 306-955-7635,saskatoonmarketmall@motioncares.ca,https:/motioncares.ca/welcoming-sage-seniors-resources,Mon-Fri 10am-5pm,"Home Health and Mobility Aids: | Scooters, Power Chairs, Walkers, Canes, Wheelchairs | Lift Chairs, Bath Equipment | Aids for independent living, and more! | Sales, Rentals and Service (Full time Technicians on staff)",
,HEALTH PRODUCTS AND DEVICES,NorDon Drugs & NorDon Medical,14-1610 Isabella St E Saskatoon SK S7J 0C1,"Pharmacy: 306-374-1585, Medical Store: 306-374-1589",,,,"Braces, support stockings (NorDon Drugs) | Pill packaging, regular pharmacy supplies (NorDon Drugs) | Home health care products (NorDon Drugs) | Ostomy supplies, incontinence aids and supplies (NorDon Medical) | Wound care (NorDon Medical) | Adult and children’s nutritional supplements (NorDon Medical)",
,HEALTH PRODUCTS AND DEVICES,OSC Accessiblity Specialists Inc.,"801-119 Jonathon Avenue, Saskatoon, SK S7M 5Z6 Proprietor: Jared Kaiser",306-988-3344 Email: admin@oscai.ca Website: https://oscaccessibility.ca/ Hours of Operation: Mon to Fri 9:30 to 4:30 pm,,,,"Stair Lifts, Vertical Platform Lifts, Scooters, Bath Safety, Patient Lifts, Wheelchairs, Bedroom Safety Products",Contact for further information
,HEALTH PRODUCTS AND DEVICES,Prairie Heart Mobility,"716 43rd St E Saskatoon, S7K 3T9",306-979-6363 Fax: 306-979-6343,,https://prairieheartmobility.com/,"Mon - Fri: 8:00 AM- 5:00 PM, Closed Saturday and Sunday and Stat Holidays","Complete after-sales service to our customers, which includes maintenance and repairs to all products on-site | Mobile technicians will come to your home or business to ensure proper maintenance and repairs | Free home assessments as well as product recommendations",
,HEALTH PRODUCTS AND DEVICES,Prairie Oxygen Ltd.,#3-2210 Millar Ave Saskatoon SK S7K 4L1,306-384-5255 Toll Free: 1-877-738-8702 Fax: 306-384-0022,reachus@prairieoxygen.ca,http://www.prairieoxygen.ca/,Mon-Fri 8am-5pm,Home oxygen products and services | Sleep apnea screening tests | A wide variety of CPAP equipment and supplies | 24/7 on call support for oxygen emergencies,
,HEALTH PRODUCTS AND DEVICES,Saskatchewan Aids to Independent Living (SAIL) Program,,306-787-7121 Toll Free: 1-888-787-8996,EHB@health.gov.sk.ca,https://www.saskatchewan.ca/residents/health/accessing-health-care-services/health-services-for-people-with-disabilities/sail,,"Provincial Government Program that facilitates the independence of persons with permanent physical disabilities | Provide people with physical disabilities and certain chronic health conditions a basic level of coverage for disability related equipment, devices, products, and supplies in a cost effective and timely manner | Improve affordability of disability supports",
,HEALTH PRODUCTS AND DEVICES,Schaan Healthcare Products,2346 Millar Ave Saskatoon SK S7K 2Y2,306-664-1188 Toll Free: 1-800-667-3786 Fax: 306-664-6676,customerservice@schaanhealthcareproducts.ca,www.schaanhealthcare.ca,Mon-Fri 9am-5pm,"“Saskatoon's Best Selection of Medical Supplies and Home Healthcare Products.” | Compression garments & rehab products | Skin, wound, & ostomy supplies | Incontinence products & catheters | First Aid supplies & diagnostic devices | Personal care items & daily living aids | Pressure & fall prevention | Mobility aids & bathroom safety items | Lift chairs, rollators, & scooters",
,HEALTH PRODUCTS AND DEVICES,Total Independence Plus Inc.,,306-244-1479 Toll Free: 1-800-472-5063,totalind@shaw.ca,www.totalindependenceplus.com,,"Scooters, lift chairs, tub lifts, bathroom safety, walkers, electric beds, wheelchairs - manual and electric",
,HEALTH PRODUCTS AND DEVICES,Walking Stick Mobility.,,1-306-242-7849,support@marchemates.com,https://walkingstickmobility.ca/,Mon-Sat 9:30am-5:30pm,"Wheelchairs, scooters and lift chairs | Walkers and Rollators | Nurse Call System | Rental | Daily Living Aids | Lift Assistance | Incontinence Products | Smart Delivery Robots | Beds & Mattresses | Stair Lifts and Ceiling Track Transfer Systems",
,HEARING,Alto Hearing,1026 8th St E Saskatoon SK S7H 0R9,306-974-2586 Toll Free: 1-833-847-0726 Email: admin@altohearing.ca,,https://altohearing.ca/,Mon-Thurs 9am-4:30pm Closed Fri-Sun,Hearing aids | Batteries | Wireless hearing aid accessories | Hearing aid repairs,
,HEARING,Amplifon Hearing Care Experts,"123 2nd Ave S, Unit 12, Saskatoon, SK S7K 7E6",306-244-4078 Toll Free : 800-836-8088,saskatoon@amplifon.com,www.amplifon.ca,,"Rediscover all the emotions of sound with Amplifon Hearing Care Experts | Complimentary hearing tests & hearing aid trials | Wide range of makes and models of hearing aids | Custom earplugs for swimming, music, and noise protection | Flexible payment plans & lifetime aftercare",
,HEARING,Beltone Hearing Centre (Saskatoon),750 Spadina Cres E unit 621 Saskatoon SK S7K 3H3,306-808-1845,,www.beltone.com/en-ca/,Mon-Fri 9:00-4:30pm,Free hearing consultations | Hearing evaluations | Hearing Aid sales & service | Custom hearing protection | Assisted living devices,
,HEARING,Connect Hearing,Unit 5 3110 8th St E Saskatoon SK S7H 0W2,306-651-1606 Toll Free: 1-888-501-2661 Fax: 306-651-1613,info@connecthearing.ca,www.connecthearing.ca,Mon-Fri 9am-5pm (closed for lunch from 12pm-1pm),Hearing Evaluations | Custom ear plugs/ protection | Hearing Aid sales and services | CAA rewards | Free hearing tests for ages 50+,
,HEARING,Hear Right Canada - Saskatoon,"1945 McKercher Drive, Unit 3, Saskatoon ,SK S7J 4M4",306-500-6795,saskatoon@hearrightcanada.ca,hearrightcanada.ca/locations/saskatchewan/saskatoon/saskatoon-hearing-clinic/,Mon to Fri 8:30am- 4:30pm (Saturday available by appointment),"Hearing aids, full hearing evaluation and report | Care and maintenance of your hearing instruments | In-store adjustments on your current hearing aids | Insurance and 3rd Party service provider | The first step would be to book a FREE hearing test.",Employment and Industrial Testing for a fee
,HEARING,Saskatchewan Deaf and Hard of Hearing Services,3-511 1st Ave N Saskatoon SK S7K 1X5 Regina Office: 2343 Broad St. Regina SK S4P 1Y9,306-665-6575 Toll Free: 1-800-667-6575 Text: 306-229-2010 Fax: 306-665-7746,saskatoon@sdhhs.com Facetime: sdhhsapple@icloud.com,www.sdhhs.com,"Mon-Fri 8am-12pm, 12:30pm-4pm","Discount hearing aid batteries | Assistive hearing devices | Interpreting services (American sign language) | Note takers, family support workers",
,HEARING,SoundEar Audiology,"720 - 2nd Ave North, Saskatoon SK S7K2E1 Phone: 306-986-2240",,info@soundearaudiology.ca,www.soundearaudiology.ca,Mon to Fri 8:30 am to 4:30 pm,"Registered Audiologist owned and operated hearing clinic providing hearing assessments for adults and children over the age of 2 | Tinnitus assessment and management | Hearing aids fitting, adjustments and repair | Ear wax removal | Custom ear plugs (for swimming, occupational noise exposure, musicians, hunting and shooting) | balance assessment, misophonia assessment and management, pre-employment hearing tests",Contact for more information
,HEARING,Sound Impressions Hearing Centre,,Address 1: 306-477-3208 Address 2:306-477-3277,infojasper@soundimpressions.ca,www.soundimpressions.ca,Mon-Fri 9am-12pm & 12:30pm-5pm,"Registered audiologists, Hearing assessments for adults and children (8 months and older) | Specializing in adult hearing aid fittings and related hearing aid services | Custom hearing protection | Assistive listening devices",
,HOBBIES,Bridge City Needle Arts Guild,,,BCNGsaskatoon@gmail.com,,,,$90.00 per year includes membership in guild and Embroiders association of Canada
,HOBBIES,Hub City Radio Control Club,41 Valley Rd Aberdeen SK S0K 0A0-Google Maps “Hub City Radio Control Club”,306-380-4577,bktownsend@shaw.ca,www.hcrcc.org,,"Teach how to fly radio control model airplanes | Provide instruction to assist in learning to fly and ensure the safety of your aircraft (so you don’t crash your plane on your first time out with your new plane) | Need to be a member of the Model Aircraft Association of Canada (MAAC), however, they will help set you up with MAAC | Open club; anyone and any age can join (youngest member is 12 yrs old; oldest member is 89 yrs old) | General meetings happen the 2nd Wednesday of every month (except July & August)",$80/year for the MAAC membership; $120/ year for the club
,HOBBIES,Periwinkle Quilting,270-2600 8th St E Saskatoon SK S7H 0V7,306-933-3072,periwinkle@sasktel.net,www.periwinkle.biz,,"Sells fabric and offers various classes | Offers regular and special discounts all year round, check website for the current discounts | Call number listed for upcoming classes",
,HOBBIES,"Saskatoon Branch, Saskatchewan Genealogical Society (SBSGS)",1-1730 Quebec Ave Saskatoon SK S7K 1V9,,info@genealogysaskatoon.ca,www.genealogysaskatoon.org,,"Hybrid Branch Meetings allow members to attend via Zoom or in person. Winter meetings are Zoom only. | Hybrid meetings are held at the Saskatchewan Archeological Society office (address above), library opens 6:15 PM, meetings start 7:00 PM. | Meetings usually consist of a presentation or program and, when hybrid, a social time with coffee & goodies. | Members may borrow library materials for one month or longer if approved. | Special Interest Chat Groups (members only) are held at 7:00 PM via Zoom and include British Isles, Canada/USA, Genetic Genealogy/DNA and General Discussion.","$30/year. Membership in our Branch requires concurrent membership in our parent organization, the Saskatchewan Genealogical Society (SGS)."
,HOBBIES,Saskatoon Craft Guild,Masonic Temple 1021 Saskatchewan Cres W Saskatoon SK S7M 5J6,Debra Farries: 306-220-1954 or Marilyn Robotycki: 306-370-6419,stooncraftguild@gmail.com,Saskatoon Craft Guild Facebook Page,,"Crafts include creative stitchery, crochet, hardanger, knitting, rug making, smocking, quilting",$100/year (approximately 26 meetings per year)
,HOBBIES,Saskatoon Potters Guild,Albert Community Centre 610 Clarence Ave Saskatoon SK S7H 2E2,306-343-6566,saskatoonpottersguild@gmail.com,www.saskatoonpottersguild.com,,Sales in November and April | Classes available daytime and evening – wheel throwing and hand building | Workshops and other member benefits available. Please check the website for more details.,
,HOBBIES,Saskatoon Quilters Guild,"Shriner’s Hall,1021 Saskatchewan Cr W, Saskatoon SK",,info@saskatoonquiltersguild.com,www.saskatoonquiltersguild.com,,"Membership benefits include use of the equipment library, early registration and discounts on programs, and discounts at various quilt and art supply shops | Afternoon and evening programs are available (varies by month) each meeting includes a 45-60-minute program featuring quest speakers, trunk shows & demonstrations | Show & tell of member’s work concludes each program | Sew days, a great opportunity to get together to work on your own projects | Guilders goodies, a time to learn all manner of quilting techniques, takes place most meeting mornings | Guilders activities include a yearly spring retreat & a bi-annual fall quilt show or fall workshop occurring on alternate years",$60/ annually
,HOBBIES,Saskatoon Spinners and Weavers Guild,In the MCC building at - 600 45th St W Saskatoon SK S7L 5W9,,saskatoonswg@gmail.com,https://saskatoonswg.ca/,,"Meetings are held from September to June, with a break during the summer months. | From January to March, meetings take place on Saturday afternoons. | Meetings in all other months are held on Thursday evenings. | Dates and times are confirmed monthly and can be found on the event calendar and social media pages. | Weavers, spinners, dyers and felters meet to discuss items of common interest and to exchange feedback regarding the workmanship and design of their work",$100/year
,HOBBIES,Saskatoon Photography Club,Mayfair United Church 902 33rd St W Saskatoon SK S7L 0W6,(306) 717-3099,president@saskatoonphotographyclub.com,https://saskatoonphotographyclub.com,,"Weekly Presentations by local and visiting photographers | Photo Review Nights for friendly, professional feedback | Seasonal Competitions (Fall, Winter, Year-End) with external judges | Special Events & Challenges: Clinics, Treasure Hunts & “Summer Fun” photo series","Family $85.00, Single $70.00, Student $35.00, Spouse of Life Member $15.00"
,HOBBIES,Saskatoon Bridge Club,3041 Louise St Saskatoon SK S7J 3L1,306-373-3077,,www.saskatoonbridgeclub.ca,,Regular game at 1pm every weekday except Tuesday. Please check our website for further information. | People of all ages are welcome at our club. We offer games for beginners and advancing players.,
,HOBBIES,Saskatoon Horticultural Society,,,info@saskatoonhortsociety.ca,www.saskatoonhortsociety.ca,,Informational programs and workshops | See website for upcoming events and membership information,"Membership per year is $15 or with ""The Gardener Magazine"" subscription $42 (4 issues per year)"
,HOME MAINTENANCE/HANDYMAN,Action Plumbing and Heating Ltd.,119A Cardinal Cr Saskatoon SK S7L 6H5,306-244-8248 24/7 Phone: 306-227-6668 (Call or text),office@actionplumbing.ca,https://www.actionplumbing.ca/,,"Plumbing, heating, air conditioning, ventilation | 24/7 emergency services | Financing options and senior discounts available",
,HOME MAINTENANCE/HANDYMAN,"Centennial Plumbing, Heating & Electrical",2630 Millar Ave Saskatoon SK S7K 4C8,306-700-3851,,"Saskatoon Plumbing & HVAC | Centennial Plumbing, Heating & Electrical",Mon – Fri 7:30am-4:30pm Emergency services available 24/7,"Plumbing Services: drain cleaning, leaks, faucets, gas BBQ and fireplaces, sewer systems, showers, sinks, toilets, tub repair, boiler repair, and installation | Electrical Services: Lighting installation, surge protection, panel upgrades, new outlets and switches, ceiling fan installation, video doorbells, smoke/CO/heat/water detectors | Heating Services: furnace repair, replacement, maintenance, and indoor air quality | Water heater repair and installation | AC repair, installation, replacement, and maintenance | Aging and accessibility bathroom renovations | Senior discounts available",
,HOME MAINTENANCE/HANDYMAN,Handyman Connection,Unit 105-111 Radu Cres Saskatoon SK S7P 0G8,306-668-4444,hbosch@handymanconnection.com,https://handymanconnection.com/saskatoon/,,"Carpentry Work: Installing windows, doors, trim, wainscoting and beadboard; replacing or repairing cabinets | Electrical: installing new fixtures; repairing outlets and switches | Painting: Cleaning and staining fences and decks; painting exterior and interior walls; | Maintenance: Improving insulation; replacing hardware; repairing windows; clearing out rain gutters",Phone for estimates ($160 minimum)
